park,agency,park_zip,park_lat,park_lon,qpartysize25,qpartysize50,qpartysize75,qleadt25,qleadt50,qleadt75,qdur25,qdur50,qdur75,qdist25,qdist50,qdist75,res_count,sum_dur,sum_persnight
BEND GUARD STATION,USFS,59859,47.9008333,-115.0383333,4,5,7,37,88,162,2,2,3,89.3,89.3,144.3,541,1472,8431
BENNY CREEK GROUP AREA,USFS,85929,34.0441667,-109.4486111,12.5,20,30,11.5,37.5,79.5,2,3,4,224.8,241.9,256.2,104,341,7001
BERG BAY CABIN,USFS,   NaN,56.3644444,-132.0047222,2,4,5,2,16,88.5,1,1,2,20.6,20.6,94.9,329,609,2176
BERGER,USFS,   NaN,39.6277778,-120.6447222,2,4,6,8,17,37,2,2,3,97.3,218.8,260.7,458,1229,4962
BERLIN FLATS,USFS,   NaN,47.7663889,-116.0166667,30,45,75,26,68.5,181.5,2,3,3,58.2,69.3,98.9,20,51,2779
BERNERS BAY CABIN,USFS,   NaN,58.7694444,-134.9319444,2,4,5,25,113,174,1,2,2,61.7,61.7,61.7,730,1377,4863
BERRY BEND,USACE,65355,38.1997222,-93.51,2,4,6,0,0,24,2,3,3,74.1,106.3,128.3,10831,33875,139799
BERRY BEND EQUESTRIAN,USACE,65355,38.1997222,-93.51,1,2,3,0,4,24,2,2,3,68.2,99.9,139,2602,6019,16464
BERRY MOUNTAIN PARK SHELTER,USACE,   NaN,36.1255556,-81.2383333,25,30,35,9.8,17,34.2,NaN,NaN,NaN,16.3,22.4,38.5,57,0,0
BESSEY RECREATION COMPLEX,USFS,   NaN,41.9006111,-100.2991389,2,4,6,16,40,108,2,2,3,173,239.6,345.2,1941,5095,32862
BIDWELL POINT PARK,USACE,   NaN,36.3861111,-92.2375,2,3,5,0,0,3,2,3,5,48,100.3,192.5,7218,26239,99399
BIG BAY RECREATON AREA,USFS,   NaN,36.6194444,-93.5663889,3,4,7,4,11,28,2,3,3,42.7,69.7,265.7,527,1474,7244
BIG BEND (OK),USACE,   NaN,36.1183333,-98.6144444,2,3,5,0,7,37,2,3,4,54.8,77,118.7,14496,50841,177765
BIG BEND (WV),USFS,   NaN,38.8956944,-79.2456944,3,5,8,15,49,153,2,3,3,143.4,186.4,221.7,4549,13111,69398
BIG BEND GROUP (YUBA RIVER),USFS,   NaN,39.3063889,-120.5194444,20,25,25,26.8,67,133,2,2,3,96.8,194.2,225.9,225,496,10634
BIG COON CREEK,USACE,   NaN,34.1733333,-94.32,1,3,5,0,0,0,2,4,7,25.2,47.7,87.7,4128,23807,79744
BIG COVE,USFS,   NaN,39.9019444,-120.1725,4,6,8.7,10,28,83,2,2,3,35.5,51.8,64.7,1451,3974,25060
BIG CREEK BALDY. LOOKOUT RENTAL,USFS,   NaN,48.6375,-115.5444444,2,3,4,46,109,163.5,1,1,2,34.1,140.5,388.5,396,663,1923
BIG CREEK CABIN,USFS,59047,45.3077778,-110.9233333,4,8,11,28,72.5,154,1,2,2,39.5,44.7,199.8,986,1942,13945
BIG CREEK CAMPGROUND,USFS,   NaN,48.598975,-114.1636556,2,3,5,14,35,88,2,2,3,64.7,396.6,1332.8,998,2743,22609
BIG CREEK GROUP CAMP,NPS,   NaN,35.7522222,-83.1088889,12,20,25,23,71.5,142,1,2,3,58.8,125.5,389.1,438,924,16717
BIG CREEK HORSE CAMP,NPS,   NaN,35.7597222,-83.1041667,2,3,5,3,10,31,2,2,3,39.6,114.1,288.4,909,2279,8224
BIG CREEK LAKES CAMPGROUND,USFS,   NaN,40.9363889,-106.6116667,2,4,6,26,65,158,2,3,4,139.1,164.4,197.3,2765,9000,41740
BIG ELK,USFS,   NaN,43.3225,-111.1161111,20,25,35,53.8,148,243.2,2,3,4,64.9,74.1,233.4,397,1273,36465
BIG ELK GUARD STATION,USFS,   NaN,42.3588889,-122.3569444,2,4,6,23,72,152.8,2,2,3,48,248.9,367.7,263,691,3326
BIG GAME CAMPGROUND,USFS,   NaN,44.4616667,-109.605,2,2,4,5,12,31,1,2,3,134.6,647.9,1699.7,511,1098,3230
BIG HANK,USFS,   NaN,47.8225,-116.0977778,2,3,5,12,37,115,2,3,3,53,80.9,100.6,1130,3477,12827
BIG HART (DAY-USE SHELTER),USACE,   NaN,33.6172028,-82.5130944,40.5,50.5,90,8,20,45.5,NaN,NaN,NaN,13.1,32.2,56,56,0,0
BIG HART CAMPGROUND,USACE,   NaN,33.6145806,-82.5087472,2,3,5,4,20,74,2,3,4,26.6,59.5,143.7,5685,20193,92636
BIG JOHN BAY CABIN,USFS,   NaN,56.8455556,-133.6886111,2,3,4,112.2,183,184,3,7,7,200.1,200.1,200.1,73,426,1339
BIG LAKE,USFS,   NaN,44.3775,-121.8708333,3,4,6,20,77,177,2,3,4,100.2,121.3,143.1,2277,7378,33115
BIG LAKE WEST CAMPGROUND,USFS,   NaN,44.3721639,-121.8827417,3,5,8,20,71,172,2,3,5,110.8,139.5,153.2,307,1215,7447
BIG LARCH CAMPGROUND,USFS,   NaN,47.1922222,-113.4938889,10,20,25,36.5,136,212,2,2,3,54.3,65,165.7,295,785,14143
BIG M,USACE,   NaN,36.5577778,-93.6766667,2,4,8,0,5,34,2,2,3,40.8,56.4,87.7,5457,15196,73442
BIG MEADOW STANISLAUS NATL FS,USFS,   NaN,38.4163889,-120.105,3,5,6,11,24,49,2,2,3,117.6,179,209.8,1081,2874,17607
BIG MEADOWS,NPS,22835,38.5286194,-78.438725,2,4,5,10,31,72,1,2,3,114.5,141.6,283.2,60500,137097,503691
BIG MEADOWS CABIN,USFS,   NaN,36.7188889,-118.835,4,6,8,52.5,162.5,181,2,2,3,201.4,297.2,341.3,196,546,3439
BIG MEADOWS DEL NORTE,USFS,84319,37.5380556,-106.7961111,2,3,5,12,35,107,2,3,5,193.5,276.8,684.5,1186,4834,18309
BIG OAKS,USACE,30643,34.3402778,-82.8327778,60,100,126,30.2,61,128.8,NaN,NaN,NaN,6.9,13.3,23.5,287,0,0
BIG PINE 1,USFS,   NaN,40.9116167,-109.2672333,4,6,8,17,44.5,115,1,1,2,211.3,220.2,335.1,202,388,2329
BIG PINE 2,USFS,   NaN,40.9102778,-109.265,5,8,12,13,41.5,108,1,1,2,209.7,220,318.6,206,384,2916
BIG PINE CANYON,USFS,   NaN,37.1283333,-118.4222222,12,20,20,39,118,189,2,2,3,332.9,359,378.9,290,803,13756
BIG PINE CREEK CAMPGROUND,USFS,   NaN,37.1258333,-118.4325,2,4,6,24,74,158,2,3,4,330,358.7,395.8,5148,15748,64144
BIG RIVER,USFS,   NaN,43.8183333,-121.4986111,10,20,31,18,51,113,2,3,3,124.1,204.3,222.2,203,547,11680
BIG ROCK GROUP,USFS,   NaN,39.5125,-111.1555556,10,20,32,9.8,25,58,2,3,3,24.7,73.8,143.8,33,91,2001
BIG SCRUB CAMPGROUND,USFS,   NaN,29.0502778,-81.7625,3,4,6,6,13,28,2,2,3,103.1,163.4,360.6,1481,3847,16407
BIG SHAHEEN CABIN,USFS,99801,57.7016167,-134.2765028,3,4,5,20.5,71,162.5,2,2,6,67.4,75.8,79.2,108,385,1718
BIG SILVER GROUP,USFS,   NaN,38.8791667,-120.3625,20,30,50,137,333.5,364,2,3,4,78,88.6,106.9,234,799,26292
BIG SPRING,NPS,63965,36.9625,-90.9830556,3,5,6,21,50,123,2,3,3,115.6,180.1,244.1,4718,13056,66884
BIG SPRINGS - CARIBOU,USFS,   NaN,42.7655556,-112.0952778,4,6,8,10,29,96.8,2,2,3,34.9,85.5,193.4,1751,4465,44016
BIG SPRINGS CABIN SITE,USFS,   NaN,36.6013889,-112.3497222,2,3,4,1.8,9,44,1,2,3,190.5,463.4,1665,157,345,1066
BIG SPRINGS GRP. AREA - ISLAND PARK,USFS,   NaN,44.4977778,-111.2555556,25,35,40,70.2,116,181,1,3,3,132.1,367.2,791.7,111,299,8999
BIG SPRINGS WARMING HUT,USFS,   NaN,44.485,-111.2997222,25,40,75,71,185,276.2,2,3,3.3,99,160.1,332.3,117,345,20697
BIG TRINITY CABIN,USFS,   NaN,43.6288889,-115.4369444,3,4,6,84,166,181,2,2,3,63.7,74.3,95.7,169,441,1795
BINKLEY SLOUGH CABIN,USFS,   NaN,56.6111111,-132.4322222,2.5,3,3.5,1,3,20,1,1,1,44.4,44.4,852,4,4,12
BIRCH COVE,USACE,   NaN,36.5344444,-96.1622222,1,2,5,0,4,23,2,3,4,19.5,31.1,58.8,7466,26967,111795
BIRCH CREEK CABIN,USFS,   NaN,45.2069444,-112.6416667,2,3,4,10,37,107,1,2,3,89,166.3,269.7,695,1683,5320
BIRCH LAKE CAMPGROUND,USFS,   NaN,47.7569444,-91.7836111,2,3,5,13,31,85,2,3,4,125.5,302.7,337.5,1875,6296,25819
BIRD CREEK RECREATION AREA,USFS,   NaN,39.4633333,-114.6530556,20,25,43.2,10.8,21,76,1,1,2,23.8,28.7,29.7,33,14,264
BISHOP MOUNTAIN CABIN,USFS,83420,44.3336111,-111.5536111,2,3,4,8,17,55,2,2,3,105.5,278.1,888.7,190,486,1437
BISHOP PARK GROUP,USFS,   NaN,37.2438889,-118.5933333,13.5,24,25,93.5,169.5,242.5,2,3,3,335.9,365.1,384.8,216,618,12098
BISMARCK LAKE,USFS,   NaN,43.7819444,-103.5158333,2,3,4,13,32,93,2,2,3,54.4,475.4,1140.3,2065,6064,20910
BLACK BEAR,USFS,81506,39.0522222,-108.0811111,3,4.5,6.5,13,27.5,65,1,2,3,116.5,283.3,1071.6,96,225,1049
BLACK BEAR GROUP AREA,USFS,   NaN,32.9208333,-105.7416667,25,30,39.5,21.2,50,106.5,1,2,2,122,139.5,152.3,103,190,5997
BLACK BEAR LAKE CABIN,USFS,   NaN,55.5397222,-132.855,3,4,4,2,51.5,175,1,2,5,92.4,94.1,1824.1,58,187,640
BLACK BUTTE CABIN,USFS,59858,44.9177778,-111.8294444,2,3,4,9,39,116,1,2,3,96.8,180.5,284.3,307,860,2524
BLACK CANYON,USFS,   NaN,35.8416667,-105.8333333,2,2,4,10,24,56,1,2,3,101.7,409.1,972.2,4209,10051,29416
BLACK CANYON CAMPGROUND,USFS,   NaN,43.8066667,-122.5972222,2,4,6,9,17,41,2,2,3,48.6,141.5,195.3,1455,3154,17705
BLACK CANYON RIM CAMPGROUND,USFS,   NaN,34.3044333,-110.74535,2,4,6,6,13,27,2,2,3,135.8,145.8,157.3,315,692,2891
BLACK LAKE,USFS,54527,45.9836111,-90.9344444,2,4,6,11,29,84.8,2,3,4,47.3,134.8,271.3,1247,4743,19191
BLACK MOUNTAIN (SAN BERNARDINO),USFS,   NaN,33.8341667,-116.7388889,15,24,40,38.2,111,183.8,2,2,3,85.6,108.5,133.1,177,386,11823
BLACK MOUNTAIN CABIN,USFS,   NaN,44.1975,-71.1722222,2,4,8,14,43,100.5,1,1,2,125.7,191.6,259.2,892,1538,7185
BLACK MOUNTAIN LOOKOUT,USFS,   NaN,40.1152778,-120.3211111,2,2,4,49,117,178,1,2,2,77.3,197.7,319.4,357,632,2076
BLACK OAK,USFS,   NaN,38.9041667,-120.5875,25,40,50,37,89,149.5,2,2,3,67.9,84.6,141.8,465,1161,45343
BLACK RIVER HARBOR PAVILION,USFS,   NaN,46.6702778,-90.0497222,35,50,62.5,28.5,50,174,1,1,2,23.3,23.3,144.6,60,6,386
BLACK ROCK,USFS,   NaN,43.7952778,-115.5872222,3,4,7,8,18,48,2,2,2,53.7,63.2,72.2,753,1620,7900
BLACK ROCK CAMPGROUND,NPS,   NaN,34.0716667,-116.3891667,2,4,6,8,24,53,1,2,2,138.4,168.1,398.4,35287,67702,262377
BLACK ROCK EQUESTRIAN CAMPGROUND,NPS,   NaN,34.0716667,-116.3891667,2,2,4.5,5,11,29,1,2,3,120.4,167,239.5,172,389,1135
BLACKBERRY,USFS,   NaN,44.3711111,-123.835,3,5,8,11,23,50,2,3,3,62.5,97.3,159.4,1784,4792,24978
BLACKHAWK,USFS,   NaN,39.8936111,-111.6283333,8,28,50,15,38,119,1,2,3,37.6,59.4,82.9,2592,5412,150389
BLACKHAWK PARK,USACE,   NaN,43.4608333,-91.2230556,2,2,4,0,0,8,2,2,3,41.3,89.5,209,17046,49288,154191
BLACKSMITH FORK GUARD STATION,USFS,   NaN,41.6591667,-111.6744444,2,3.5,5,6,19,45,1,2,2,57.2,104,151.1,22,43,159
BLACKWOODS CAMPGROUND,NPS,4609,44.3097222,-68.2080556,2,2,4,6,30,78,2,3,4,319,518.6,967.7,80708,260870,780338
BLADDER  LAKE,USFS,54832,46.5977778,-91.3013889,3,4,4,17,81.5,150,2,2,4,8.4,37.2,220.2,134,394,1416
BLANCHARD SPRINGS RECREATION AREA,USFS,   NaN,35.9743806,-92.1772,20,30,50,22,71,155.5,1,2,3,43.8,125.1,222.7,296,401,10469
BLANCO RIVER GROUP CAMPGROUND,USFS,91355,37.1452778,-106.8830556,8,12,25,36.5,110.5,216,2,3,4,91.2,221.8,339.7,80,242,4844
BLANDING LANDING,USACE,52001,42.2858333,-90.4033333,1,2,4,0,0,11,2,2,3,66,180.7,224,2617,6687,16698
BLEDSOE FERRY,USACE,65355,38.2619444,-93.3977778,25,30,48,18,37,87,NaN,NaN,NaN,9.1,31.2,93.4,80,0,0
BLIND PASS CABIN,USFS,   NaN,55.8925,-131.6491667,2,3,4,3,16.5,67.5,1,2,2,38,38,53.9,200,418,1370
BLOODY DICK CABIN,USFS,   NaN,45.2055694,-112.6425361,2,3,4,9,40.5,103,2,2,4,87.6,161.2,330,322,967,2975
BLOOMINGTON EAST ,USACE,   NaN,38.9079,-95.3752611,2,5,7,0,3,23,1,2,3,24.7,43.9,60.4,23541,56816,274653
BLOOMINGTON REC AREA,USACE,   NaN,38.9075,-95.3691667,25,40,60,8,18.5,46.5,1,1,1.8,7.6,20.5,42.2,400,9,252
BLOOMINGTON WEST,USACE,   NaN,38.9233278,-95.4004917,45,75,149,145,297.5,362,1,2,3,24.1,42.4,57.3,262,553,48075
BLUE BAY,USFS,   NaN,44.42,-121.7319444,2,4,6,23,73,159,2,3,3,92.9,129.5,147.9,2564,7386,32915
BLUE BEND REC AREA,USFS,   NaN,37.9202778,-80.2711111,40,50,75,49,168.5,353,1,1,1,10.1,24.8,119.8,178,7,335
BLUE BILL POINT,USACE,   NaN,36.0425,-95.3344444,2,3,5,0,3,29,2,3,6,22.4,27.9,48,5708,27164,102778
BLUE BLUFF CAMPGROUND (ABERDEEN MS),USACE,   NaN,33.8444444,-88.5322222,1,2,4,0,0,7,2,3,6,17.5,29,54.5,12401,59985,148246
BLUE CREEK,USACE,74053,36.4522222,-95.5925,1,3,6,0,0,6,1,2,3,6.7,21.7,38.7,5643,16306,65569
BLUE HERON CAMPGROUND,NPS,   NaN,36.6780556,-84.5188889,2,3,5,2,9,28,2,2,3,109.3,180.3,288.4,4209,11211,37637
BLUE MARSH LAKE (DRY BROOKS DAY USE AREA),USACE,   NaN,40.389975,-76.0321167,50,50,80,5.5,13.5,36,NaN,NaN,NaN,11.2,12.2,16.8,8,0,0
BLUE MEADOW,USFS,   NaN,37.925,-80.25,20,26,50,31.8,126,268.2,2,3,4,44.1,159.9,325,61,238,7400
BLUE MOUNTAIN,USFS,   NaN,38.9613889,-105.3613889,3,4,8,10,18,42,2,2,3,55.8,76.8,93.9,1819,4473,21609
BLUE SPRINGS,USFS,   NaN,37.3919444,-113.4627778,3,5,5,25,87,169,2,2,3,86.4,204.3,213,1030,2805,13422
BLUE SPRINGS GAP CABIN,USFS,   NaN,36.7580556,-81.2705556,2,4,6,19.8,55,102.3,2,2,4,192.3,352.6,446.3,385,1287,5714
BLUEBILL CAMPGROUND,USFS,97467,43.4477778,-124.2622222,2,3,4,6,12,30,2,3,3,135.4,258.2,494.7,475,1576,5333
BLUESTONE LAKE PICNIC SHELTER,USACE,   NaN,37.6330556,-80.8830556,36,51,95,16,63,259,NaN,NaN,NaN,2.4,12.9,37.3,250,0,0
BLUFF CREEK,USACE,39851,32.1797222,-85.0133333,2,3,4,0,0,4,2,3,4,34.6,41.4,86.3,7899,28771,95506
BLUFF MESA GROUP CAMP,USFS,94301,34.2233333,-116.975,20,30,40,23.8,69,145.3,2,2,2,80.2,107.9,133,197,409,11429
BLUFF VIEW(CLEARWATER LAKE),USACE,   NaN,37.1819444,-90.7894444,1,4,6,0,9,43,2,2,3,72.9,105.4,140.6,4695,13193,52315
BLUFFVIEW (MARK TWAIN LAKE),USACE,   NaN,39.5716667,-91.5711111,1,1,1,0,0,0,1,1,1,16,16,16,1,1,1
BLUFFVIEW PARK,USACE,   NaN,30.7958333,-94.1791667,37,50,76,10.2,36,115,NaN,NaN,NaN,19.6,43.8,67.6,63,0,0
BOAT-IN SITES (LAKE SONOMA),USACE,   NaN,38.7083333,-123,2,5,8,2,12,37,2,2,3,35.8,66.2,116.7,15694,34543,204729
BOB SHETLER PICNIC AREA,USACE,50131,41.6958333,-93.6825,40,50,75,17,34,70,1,1,1,6.9,10.6,17.3,336,1,25
BOB SHETLER RECREATION AREA,USACE,50131,41.7016667,-93.6852778,2,3,5,0,6,32,2,2,3,13.7,28.3,165.6,11766,36816,123457
BOCA CAMPGROUND,USFS,   NaN,39.3941667,-120.1055556,3,5,6,8,22,50,2,2,3,26.5,41.8,153.9,3762,8672,39712
BOCA REST CAMPGROUND,USFS,   NaN,39.4191667,-120.0863889,3,4,6,7,18,47,2,2,3,24.3,38.9,134.8,3230,9146,38958
BOCA SPRING,USFS,   NaN,39.4225,-120.0786111,3,5,6,5,13,32,2,2,3,32.3,47,222.2,1193,2886,19290
BOGAN FLATS CAMPGROUND GRP S,USFS,94301,39.0997222,-107.2583333,2,4,6,14,44,129,2,2,3,121.8,204.1,219.9,5115,14081,71465
BOGUS CREEK CAMPGROUND,USFS,   NaN,43.3388889,-122.8044444,2,3.5,6,7,14,45,2,2,3,114.8,168.7,483.1,48,109,416
BOILING SPRINGS CABIN,USFS,   NaN,44.3641667,-115.8566667,2,4,6,31,100,173,2,2,3,84.2,90.4,101.2,498,1149,4920
BOISE CREEK,USFS,   NaN,40.9447222,-123.6583333,2,3,5,6,14,42,1,2,3,306.8,392.6,898.6,383,755,2850
BOLAN MOUNTAIN LOOKOUT,USFS,   NaN,42.0161111,-123.4594444,2,2,4,42,165,181,1,2,2,65.9,259.6,402.1,322,619,1604
BOLAR MOUNTAIN PICNIC SHELTER,USFS,   NaN,37.9836111,-79.9669444,30,50,80,16,43,94,1,1,1,11.3,23.9,49.1,45,2,140
BOLAR MOUNTAIN RECREATION AREA,USFS,   NaN,37.9836111,-79.9669444,2,4,7,12,33,95,2,3,4,81,107.6,218.9,9137,32330,151992
BOLDING MILL,USACE,   NaN,34.337925,-83.9511444,2,4,6,1,9,35,2,3,4,21.2,34.9,58.4,10341,32887,144264
BOLES FIELD CAMPGROUND,USFS,   NaN,31.4441667,-93.7697222,30,40,70,64,118,253,1,1,1,52.6,52.6,57.8,229,42,2263
BOLEY FIELD GROUP CAMPGROUND,USFS,   NaN,37.2497222,-80.5283333,12,20,40,10,23,44,1,1,2,8.3,8.3,23,48,67,1765
BONANZA CCC GROUP CAMPGROUND,USFS,   NaN,44.3694444,-114.7236111,20,25,45,141,319.5,353,3,4,7,177.2,218,249.7,90,430,13701
BONNEVILLE,USFS,   NaN,44.15165,-115.3116306,3,4,8,9,21,73,2,2,3,96.7,105.4,121.1,1434,3502,17762
BOOMER PARK SHELTER,USACE,   NaN,36.0936111,-81.2788889,20,30,35,4,8,21,NaN,NaN,NaN,16.1,36.9,52.9,40,0,0
BOOT LAKE CAMPGROUND,USFS,   NaN,45.2685778,-88.6456583,2,4,6,12,27,65,2,3,4,90.4,116.8,238,289,1021,4314
BOOTLEG,USFS,   NaN,40.9124667,-109.2950667,3,4,6,7,12,31,1,1,2,213.1,219.2,392.3,110,151,642
BOTTLE CREEK GROUP PICNIC SITE,USFS,   NaN,41.1708333,-106.8991667,200,200,200,122,127,146,NaN,NaN,NaN,6.8,6.8,6.8,34,0,0
BOULDER BASIN,USFS,   NaN,33.8263889,-116.7538889,2,4,8,9,19,37,1,2,2,87.5,107.9,129.3,2822,5520,25739
BOULDER CREEK (CA),USFS,   NaN,40.1833333,-120.6119444,2,4,6,6,9,22,2,2,3,84.3,109.5,174.8,284,743,2964
BOULDER DAY USE,USACE,62231,38.6961111,-89.2322222,41,55.5,75,10.5,41,100.5,NaN,NaN,NaN,16.2,32.1,96.5,72,0,0
BOULDER GROUP CAMP,USFS,94301,34.2233333,-116.975,20,30,40,32.2,77,172.2,2,2,3,62.8,105.7,136.7,171,406,11228
BOULDER GULCH,USFS,94301,35.6725,-118.4691667,4,6,6,4,14,32,2,2,3,160.7,185.6,207.8,3280,7705,39950
BOULDER LAKE,USFS,   NaN,45.1394444,-88.6394444,3,5,8,39,114,174,2,3,3,75.5,97.4,186.7,5243,15606,110785
BOULDER OAKS EQST,USFS,   NaN,32.7302778,-116.4825,2,2,2,40.5,42,42,1.5,3,3,88.2,88.2,2709.7,3,7,14
BOULDER PARK CAMPGROUND,USFS,59718,44.1633333,-107.2522222,2,2,4,8,23,101.8,2,3,7,78.9,140.2,431.8,911,6062,19700
BOULDER REC. AREA,USACE,62231,38.6947222,-89.2336111,2,4,8,0,4,43,2,3,4,19.9,54.2,88.3,13277,50946,225238
BOUNDARY CREEK CAMPGROUND,USFS,   NaN,44.5313889,-115.2930556,5,5,5,14,41,115,1,1,1,273.4,594.2,953.8,716,786,4367
BOUNTIFUL PEAK CAMPGROUND,USFS,   NaN,40.9797222,-111.8038889,40,60,100,29,59,118.5,1,1,1,13.2,24.9,41.7,53,69,4546
BOW RIVER RANGER STATION,USFS,   NaN,41.5263889,-106.3891667,2,3,7,11,31,66,1,2,5,168.5,297.2,1519.5,30,107,486
BOWERY CREEK,USFS,   NaN,38.5658389,-111.6849556,4,6,10,20,67,153,2,3,4,203.1,227.8,264,1937,6404,58439
BOWMAN BRIDGE,USFS,   NaN,43.8883333,-85.9422222,3,6,16,9,24,56,2,2,3,114.8,209.9,266.3,587,1433,11648
BOX CANYON GUARD STATION CABIN,USFS,97413,43.9048722,-122.0833333,2,3,4,11,26,73,1,2,3,87.1,173.9,191,193,414,1232
BOX ELDER CAMPGROUND,USFS,   NaN,41.4922222,-111.9433333,4,8,12,12,30,95,1,2,2,27.1,43.7,88.5,3421,6714,92081
BOY SCOUT,USFS,   NaN,40.4916667,-112.5783333,12,20,25,11,24,59.7,1,1,2,29.3,51.1,58.6,101,190,3586
BOYINGTON MILL,USFS,   NaN,39.4375,-120.0908333,2,4,6,5,11,22,2,2,3,29.7,44.3,231.1,787,1964,7188
BOYKIN SPRINGS RECREATION AREA,USFS,   NaN,31.0518611,-94.2680389,30,47.5,70,15,32.5,66,1,1,2,16.3,32.9,74.6,114,13,602
BRADY MOUNTAIN,USACE,71968,34.5880556,-93.2647222,1,2,4,0,0,21,2,3,4,38.8,85.4,165.2,11606,41984,140796
BREILAND SLOUGH CABIN,USFS,   NaN,56.6380556,-133.1588889,2,4,4,2,13,99.2,1,2,3,8.3,8.3,2128.6,209,585,2183
BREITENBUSH CAMPGROUND,USFS,   NaN,44.7814,-121.9914889,2,4,8,14,33,88,2,2,3,86.1,96.4,106.5,1534,4174,21686
BRENTS BEACH CABIN,USFS,   NaN,57.1382889,-135.5661389,3,4,6,4,19,68.3,1,2,2.3,7.3,7.3,7.3,585,1224,5081
BREVOORT LAKE CAMPGROUND,USFS,   NaN,46.0072222,-84.9722222,2,4,5,12,35,123,2,3,5,139.2,336.3,415.8,2055,8178,32827
BREWERY CREEK GUARD STATION,USFS,   NaN,38.2877778,-106.1677778,2,4,5,21,75.5,158,2,2,3,134,185.3,354.9,450,1279,5387
BRIAR BOTTOM GROUP CAMPGROUND,USFS,   NaN,35.7527778,-82.2213889,15,30,50,38,87,172,2,2,3,41.4,132.4,232.4,1591,3538,105838
BRIDAL VEIL GROUP AREA AND PICNIC GROUND,USFS,   NaN,38.7663889,-120.4825,20,20,30,33,58,101.5,2,2,2.2,94.3,159.6,202.9,21,49,1099
BRIDALVEIL CREEK GROUP AND HORSE CAMP,NPS,95389,37.6622222,-119.6197222,4,13,25,21,126,138,2,3,4,183.1,245.1,433,723,2144,28006
BRIDGE CREEK GROUP SITE,USFS,   NaN,47.5638889,-120.7808333,20,30,50,144.5,304,360,2,2,3,108.8,114.2,121.3,267,659,21796
BRIDGER LAKE CAMPGROUND,USFS,   NaN,40.9655556,-110.3872222,4,5,8,21,89,155,2,3,4,131.5,137.9,143.9,1605,5335,30953
BRIDGES CAMPGROUND,USFS,   NaN,39.5588889,-111.1680556,12,25,42.8,12,29,111.8,2,2,3,24.9,52,136,45,119,3123
BRIDGEVIEW (RATHBUN LAKE),USACE,   NaN,40.8786111,-93.0266667,2,3,5,0,0,22,2,3,4,32.3,62.8,106.4,10107,35733,141948
BROAD RIVER,USACE,   NaN,33.9771083,-82.6278472,1,3,5,0,6,22,2,3,4,41.4,66.1,121.1,1463,4894,19444
BROKEN ARROW CAMPGROUND,USFS,   NaN,43.1347222,-122.1430556,2,4,8,13,33,100,2,2,3,130.2,261.1,509.1,2038,5206,54810
BROOKCHAR,USFS,85929,33.8755556,-109.4130556,3,4,8,9,28.5,66,2,3,4,225.7,240.1,258.8,646,2100,10997
BROOKEN COVE,USACE,   NaN,35.2902778,-95.3844444,1,2,4,0,0,38,2,3,6,27.7,44.7,123.6,6992,30743,83960
BROOKLYN LAKE,USFS,   NaN,41.375,-106.2513889,2,3,5,22,58,141,2,2,3,135.1,180.1,550.5,672,1860,7256
BROOKS CAMP (Search under Permits - Katmai NP),NPS,99613,58.5597222,-155.7780556,1,2,2,20.2,87,174,1,2,4,445,2699.1,4424.4,3791,10791,24390
BROWNE LAKE GROUP SITES,USFS,   NaN,40.8633333,-109.8083333,20,30,40,17,60,122.5,2,3,4,174.2,187,193.8,183,642,17084
BROYLES,USACE,30643,34.5147222,-82.8283333,21,32,36,11,21.5,44,NaN,NaN,NaN,14.4,30.6,56.4,186,0,0
BRUSH CREEK WORK CENTER BARRACK,USFS,   NaN,41.34,-106.52,5.2,7,8,11.2,25,59,2,2,3,142.8,187.5,437.6,63,168,1104
BRUSHY CREEK,USACE,   NaN,32.7427778,-94.5358333,1,2,4,0,4,36,2,3,4,25.3,37.1,88.1,21964,75157,196942
BRUSHY CREEK DAY USE,USACE,   NaN,32.7383333,-94.5747222,41.5,60,100,10.2,37,83.3,NaN,NaN,NaN,21,24.7,34.6,67,0,0
BUCK CREEK (MO),USACE,   NaN,36.4944444,-92.7961111,2,4,6,0,0,6,2,3,4,44.1,69.2,105.6,3474,12261,53486
BUCK CREEK (RATHBUN LAKE),USACE,   NaN,40.8627778,-92.8677778,2,3,5,0,23,167,2,2,4,32.4,72.2,124.3,7225,23064,82810
BUCK CREEK CAMPGROUND,USFS,   NaN,48.2683333,-121.3283333,2,4,6,151,166.5,182,2,2.5,3,101.1,106,110.8,2,5,22
BUCK HALL RECREATION AREA,USFS,   NaN,33.0375,-79.5627778,2,3,4,8,29,99,2,3,5,48.2,119.8,395.4,8130,32742,118562
BUCK LAKE GROUP CAMPGROUND,USFS,   NaN,29.0980556,-81.6505556,10,20,40,18,57,121.8,2,2,3,43.4,86.6,145.8,443,1039,25862
BUCK PARK CABIN,USFS,   NaN,44.7816667,-116.7416667,2,3,3,12,32,176.2,2,2,3,90.4,93.6,137.4,113,279,729
BUCK RIDGE,USACE,   NaN,37.125,-119.875,25,40,50,10,25,40.5,2,2,2,16.4,31,51.5,59,2,60
BUCKALOONS,USFS,   NaN,41.8397222,-79.2563889,2,4,8,14,36,106,2,2,3,55.5,89.2,169.6,2103,6027,41017
BUCKBOARD,USFS,   NaN,37.8813889,-109.4486111,2,4,7,12,32,73,1,2,3,308.5,444.5,1192.9,708,1465,14884
